Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Factory,Factory_Latitude,Factory_Longitude,Shipping Lead Time
2728,US-2022-158351-CHO-FUD-51000,2024-06-20,2027-12-15,Second Class,158351,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2.0,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,1273
2729,US-2022-136427-CHO-SCR-58000,2024-06-20,2027-12-14,First Class,136427,United States,Aurora,Colorado,80013,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,25.2,7.0,17.5,7.7,Lot's O' Nuts,32.881893,-111.768036,1272
2730,US-2022-140144-CHO-MIL-31000,2024-06-20,2027-12-16,Second Class,140144,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3.0,6.33,3.42,Wicked Choccy's,32.076176,-81.088371,1274
2731,US-2022-123330-CHO-MIL-31000,2024-06-21,2027-12-18,Standard Class,123330,United States,Deltona,Florida,32725,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3.0,6.33,3.42,Wicked Choccy's,32.076176,-81.088371,1275
2732,US-2022-124975-CHO-NUT-13000,2024-06-22,2027-12-16,First Class,124975,United States,Aurora,Illinois,60505,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,24.43,7.0,17.43,7.0,Lot's O' Nuts,32.881893,-111.768036,1272
2733,US-2022-153423-CHO-FUD-51000,2024-06-22,2027-12-18,Standard Class,153423,United States,Rochester,New York,14609,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2.0,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,1274
2734,US-2022-128167-CHO-MIL-31000,2024-06-22,2027-12-17,Second Class,128167,United States,Layton,Utah,84041,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4.0,8.44,4.56,Wicked Choccy's,32.076176,-81.088371,1273
2735,US-2022-106187-CHO-NUT-13000,2024-06-23,2027-12-20,Standard Class,106187,United States,East Point,Georgia,30344,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3.0,7.47,3.0,Lot's O' Nuts,32.881893,-111.768036,1275
2736,US-2022-106187-CHO-TRI-54000,2024-06-23,2027-12-20,Standard Class,106187,United States,East Point,Georgia,30344,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1.0,2.45,1.3,Wicked Choccy's,32.076176,-81.088371,1275
2737,US-2022-139164-CHO-MIL-31000,2024-06-23,2027-12-19,Standard Class,139164,United States,Long Beach,California,90805,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3.0,6.33,3.42,Wicked Choccy's,32.076176,-81.088371,1274
2738,US-2022-106187-CHO-NUT-13000,2024-06-23,2027-12-20,Standard Class,106187,United States,East Point,Georgia,30344,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3.0,7.47,3.0,Lot's O' Nuts,32.881893,-111.768036,1275
2739,US-2022-139164-CHO-FUD-51000,2024-06-23,2027-12-19,Standard Class,139164,United States,Long Beach,California,90805,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2.0,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,1274
2740,US-2022-139164-CHO-NUT-13000,2024-06-23,2027-12-19,Standard Class,139164,United States,Long Beach,California,90805,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3.0,7.47,3.0,Lot's O' Nuts,32.881893,-111.768036,1274
2741,US-2022-122826-CHO-SCR-58000,2024-06-23,2027-12-16,Second Class,122826,United States,Olympia,Washington,98502,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4.0,10.0,4.4,Lot's O' Nuts,32.881893,-111.768036,1271
2742,US-2022-137750-CHO-MIL-31000,2024-06-25,2027-12-21,Standard Class,137750,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5.0,10.55,5.7,Wicked Choccy's,32.076176,-81.088371,1274
2743,US-2022-119690-CHO-MIL-31000,2024-06-25,2027-12-19,First Class,119690,United States,Houston,Texas,77041,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,29.25,9.0,18.99,10.26,Wicked Choccy's,32.076176,-81.088371,1272
2744,US-2022-115945-CHO-SCR-58000,2024-06-25,2027-12-22,Standard Class,115945,United States,Los Angeles,California,90045,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2.0,5.0,2.2,Lot's O' Nuts,32.881893,-111.768036,1275
2745,US-2022-119690-CHO-FUD-51000,2024-06-25,2027-12-19,First Class,119690,United States,Houston,Texas,77041,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2.0,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,1272
2746,US-2022-115945-CHO-TRI-54000,2024-06-25,2027-12-22,Standard Class,115945,United States,Los Angeles,California,90045,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3.0,7.35,3.9,Wicked Choccy's,32.076176,-81.088371,1275
2747,US-2022-119690-CHO-NUT-13000,2024-06-25,2027-12-19,First Class,119690,United States,Houston,Texas,77041,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2.0,4.98,2.0,Lot's O' Nuts,32.881893,-111.768036,1272
2748,US-2022-119690-CHO-SCR-58000,2024-06-25,2027-12-19,First Class,119690,United States,Houston,Texas,77041,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3.0,7.5,3.3,Lot's O' Nuts,32.881893,-111.768036,1272
2749,US-2022-127110-OTH-GUM-21000,2024-06-25,2027-12-22,Standard Class,127110,United States,Philadelphia,Pennsylvania,19143,Other,Atlantic,OTH-GUM-21000,Wonka Gum,7.5,6.0,3.9,3.6,Secret Factory,41.446333,-90.565487,1275
2750,US-2022-115945-CHO-TRI-54000,2024-06-25,2027-12-22,Standard Class,115945,United States,Los Angeles,California,90045,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3.0,7.35,3.9,Wicked Choccy's,32.076176,-81.088371,1275
2751,US-2022-127110-CHO-SCR-58000,2024-06-25,2027-12-22,Standard Class,127110,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2.0,5.0,2.2,Lot's O' Nuts,32.881893,-111.768036,1275
2752,US-2022-115938-CHO-SCR-58000,2024-06-26,2027-12-21,Standard Class,115938,United States,Richmond,Virginia,23223,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3.0,7.5,3.3,Lot's O' Nuts,32.881893,-111.768036,1273
2753,US-2022-115938-CHO-NUT-13000,2024-06-26,2027-12-21,Standard Class,115938,United States,Richmond,Virginia,23223,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,27.92,8.0,19.92,8.0,Lot's O' Nuts,32.881893,-111.768036,1273
2754,US-2022-115938-CHO-NUT-13000,2024-06-26,2027-12-21,Standard Class,115938,United States,Richmond,Virginia,23223,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4.0,9.96,4.0,Lot's O' Nuts,32.881893,-111.768036,1273
2755,US-2022-143882-CHO-TRI-54000,2024-06-26,2027-12-21,Standard Class,143882,United States,Lakewood,Ohio,44107,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,33.75,9.0,22.05,11.7,Wicked Choccy's,32.076176,-81.088371,1273
2756,US-2022-115938-CHO-FUD-51000,2024-06-26,2027-12-21,Standard Class,115938,United States,Richmond,Virginia,23223,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1.0,2.4,1.2,Lot's O' Nuts,32.881893,-111.768036,1273
2757,US-2022-125395-CHO-FUD-51000,2024-06-26,2027-12-20,Second Class,125395,United States,Taylor,Michigan,48180,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2.0,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,1272
2758,US-2022-166583-CHO-TRI-54000,2024-06-26,2027-12-21,Standard Class,166583,United States,Houston,Texas,77070,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3.0,7.35,3.9,Wicked Choccy's,32.076176,-81.088371,1273
2759,US-2022-162950-CHO-MIL-31000,2024-06-28,2027-12-24,Second Class,162950,United States,Troy,Ohio,45373,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6.0,12.66,6.84,Wicked Choccy's,32.076176,-81.088371,1274
2760,US-2022-112144-CHO-NUT-13000,2024-06-28,2027-12-23,Standard Class,112144,United States,Gilbert,Arizona,85234,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4.0,9.96,4.0,Lot's O' Nuts,32.881893,-111.768036,1273
2761,US-2022-103772-OTH-KAZ-38000,2024-06-28,2027-12-23,Standard Class,103772,United States,Smyrna,Georgia,30080,Other,Gulf,OTH-KAZ-38000,Kazookles,16.25,5.0,1.25,15.0,The Other Factory,35.1175,-89.971107,1273
2762,US-2022-103772-CHO-FUD-51000,2024-06-28,2027-12-23,Standard Class,103772,United States,Smyrna,Georgia,30080,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2.0,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,1273
2763,US-2022-112144-CHO-NUT-13000,2024-06-28,2027-12-23,Standard Class,112144,United States,Gilbert,Arizona,85234,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2.0,4.98,2.0,Lot's O' Nuts,32.881893,-111.768036,1273
2764,US-2022-162950-CHO-TRI-54000,2024-06-28,2027-12-24,Second Class,162950,United States,Troy,Ohio,45373,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3.0,7.35,3.9,Wicked Choccy's,32.076176,-81.088371,1274
2765,US-2022-165799-CHO-FUD-51000,2024-06-29,2027-12-23,First Class,165799,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1.0,2.4,1.2,Lot's O' Nuts,32.881893,-111.768036,1272
2766,US-2022-128860-CHO-TRI-54000,2024-06-29,2027-12-26,Standard Class,128860,United States,Lancaster,Pennsylvania,17602,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1.0,2.45,1.3,Wicked Choccy's,32.076176,-81.088371,1275
2767,US-2022-141684-CHO-MIL-31000,2024-06-29,2027-12-25,Standard Class,141684,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4.0,8.44,4.56,Wicked Choccy's,32.076176,-81.088371,1274
2768,US-2022-100069-CHO-SCR-58000,2024-06-29,2027-12-24,Standard Class,100069,United States,Omaha,Nebraska,68104,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2.0,5.0,2.2,Lot's O' Nuts,32.881893,-111.768036,1273
2769,US-2022-157322-CHO-MIL-31000,2024-07-02,2027-12-27,Standard Class,157322,United States,Carol Stream,Illinois,60188,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6.0,12.66,6.84,Wicked Choccy's,32.076176,-81.088371,1273
2770,US-2022-157322-CHO-NUT-13000,2024-07-02,2027-12-27,Standard Class,157322,United States,Carol Stream,Illinois,60188,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2.0,4.98,2.0,Lot's O' Nuts,32.881893,-111.768036,1273
2771,US-2022-140718-CHO-SCR-58000,2024-07-02,2027-12-25,First Class,140718,United States,Raleigh,North Carolina,27604,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,36.0,10.0,25.0,11.0,Lot's O' Nuts,32.881893,-111.768036,1271
2772,US-2022-120397-CHO-FUD-51000,2024-07-02,2027-12-23,Same Day,120397,United States,Houston,Texas,77070,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4.0,9.6,4.8,Lot's O' Nuts,32.881893,-111.768036,1269
2773,US-2022-140718-CHO-SCR-58000,2024-07-02,2027-12-25,First Class,140718,United States,Raleigh,North Carolina,27604,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2.0,5.0,2.2,Lot's O' Nuts,32.881893,-111.768036,1271
2774,US-2022-111703-CHO-MIL-31000,2024-07-02,2027-12-30,Standard Class,111703,United States,Hollywood,Florida,33021,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3.0,6.33,3.42,Wicked Choccy's,32.076176,-81.088371,1276
2775,US-2022-157322-CHO-FUD-51000,2024-07-02,2027-12-27,Standard Class,157322,United States,Carol Stream,Illinois,60188,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2.0,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,1273
2776,US-2022-140718-CHO-SCR-58000,2024-07-02,2027-12-25,First Class,140718,United States,Raleigh,North Carolina,27604,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2.0,5.0,2.2,Lot's O' Nuts,32.881893,-111.768036,1271
2777,US-2022-111703-CHO-NUT-13000,2024-07-02,2027-12-30,Standard Class,111703,United States,Hollywood,Florida,33021,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3.0,7.47,3.0,Lot's O' Nuts,32.881893,-111.768036,1276
2778,US-2022-150196-CHO-NUT-13000,2024-07-02,2027-12-24,First Class,150196,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3.0,7.47,3.0,Lot's O' Nuts,32.881893,-111.768036,1270
2779,US-2022-157322-CHO-TRI-54000,2024-07-02,2027-12-27,Standard Class,157322,United States,Carol Stream,Illinois,60188,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3.0,7.35,3.9,Wicked Choccy's,32.076176,-81.088371,1273
2780,US-2022-157322-CHO-SCR-58000,2024-07-02,2027-12-27,Standard Class,157322,United States,Carol Stream,Illinois,60188,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5.0,12.5,5.5,Lot's O' Nuts,32.881893,-111.768036,1273
2781,US-2022-140718-CHO-NUT-13000,2024-07-02,2027-12-25,First Class,140718,United States,Raleigh,North Carolina,27604,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1.0,2.49,1.0,Lot's O' Nuts,32.881893,-111.768036,1271
2782,US-2022-128139-CHO-TRI-54000,2024-07-03,2027-12-30,Standard Class,128139,United States,Richmond,Kentucky,40475,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1.0,2.45,1.3,Wicked Choccy's,32.076176,-81.088371,1275
2783,US-2022-153500-CHO-TRI-54000,2024-07-03,2027-12-26,First Class,153500,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2.0,4.9,2.6,Wicked Choccy's,32.076176,-81.088371,1271
2784,US-2022-153500-OTH-KAZ-38000,2024-07-03,2027-12-26,First Class,153500,United States,Philadelphia,Pennsylvania,19134,Other,Atlantic,OTH-KAZ-38000,Kazookles,29.25,9.0,2.25,27.0,The Other Factory,35.1175,-89.971107,1271
2785,US-2022-128139-CHO-FUD-51000,2024-07-03,2027-12-30,Standard Class,128139,United States,Richmond,Kentucky,40475,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3.0,7.2,3.6,Lot's O' Nuts,32.881893,-111.768036,1275
2786,US-2022-153500-CHO-FUD-51000,2024-07-03,2027-12-26,First Class,153500,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2.0,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,1271
2787,US-2022-124268-CHO-NUT-13000,2024-07-04,2027-12-29,Standard Class,124268,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3.0,7.47,3.0,Lot's O' Nuts,32.881893,-111.768036,1273
2788,US-2022-152513-CHO-MIL-31000,2024-07-04,2027-12-29,Second Class,152513,United States,San Diego,California,92024,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2.0,4.22,2.28,Wicked Choccy's,32.076176,-81.088371,1273
2789,US-2022-154956-CHO-MIL-31000,2024-07-04,2027-12-30,Standard Class,154956,United States,Milwaukee,Wisconsin,53209,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4.0,8.44,4.56,Wicked Choccy's,32.076176,-81.088371,1274
2790,US-2022-116750-CHO-SCR-58000,2024-07-05,2027-12-31,Second Class,116750,United States,Fayetteville,North Carolina,28314,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2.0,5.0,2.2,Lot's O' Nuts,32.881893,-111.768036,1274
2791,US-2022-158911-CHO-SCR-58000,2024-07-05,2028-01-01,Standard Class,158911,United States,Charlotte,North Carolina,28205,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2.0,5.0,2.2,Lot's O' Nuts,32.881893,-111.768036,1275
2792,US-2022-130610-CHO-FUD-51000,2024-07-05,2027-12-31,Standard Class,130610,United States,Sterling Heights,Michigan,48310,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5.0,12.0,6.0,Lot's O' Nuts,32.881893,-111.768036,1274
2793,US-2022-116750-CHO-SCR-58000,2024-07-05,2027-12-31,Second Class,116750,United States,Fayetteville,North Carolina,28314,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5.0,12.5,5.5,Lot's O' Nuts,32.881893,-111.768036,1274
2794,US-2022-158911-CHO-NUT-13000,2024-07-05,2028-01-01,Standard Class,158911,United States,Charlotte,North Carolina,28205,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3.0,7.47,3.0,Lot's O' Nuts,32.881893,-111.768036,1275
2795,US-2022-164336-CHO-MIL-31000,2024-07-05,2027-12-31,Standard Class,164336,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3.0,6.33,3.42,Wicked Choccy's,32.076176,-81.088371,1274
2796,US-2022-164336-CHO-MIL-31000,2024-07-05,2027-12-31,Standard Class,164336,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3.0,6.33,3.42,Wicked Choccy's,32.076176,-81.088371,1274
2797,US-2022-146087-CHO-FUD-51000,2024-07-06,2028-01-01,Standard Class,146087,United States,Holyoke,Massachusetts,1040,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2.0,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,1274
2798,US-2022-161627-CHO-SCR-58000,2024-07-06,2028-01-01,Standard Class,161627,United States,Pasadena,California,91104,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3.0,7.5,3.3,Lot's O' Nuts,32.881893,-111.768036,1274
2799,US-2022-108665-CHO-MIL-31000,2024-07-06,2027-12-31,Standard Class,108665,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3.0,6.33,3.42,Wicked Choccy's,32.076176,-81.088371,1273
2800,US-2022-108665-CHO-FUD-51000,2024-07-06,2027-12-31,Standard Class,108665,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2.0,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,1273
2801,US-2022-116260-CHO-MIL-31000,2024-07-06,2028-01-02,Standard Class,116260,United States,Vineland,New Jersey,8360,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4.0,8.44,4.56,Wicked Choccy's,32.076176,-81.088371,1275
2802,US-2022-108665-CHO-SCR-58000,2024-07-06,2027-12-31,Standard Class,108665,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5.0,12.5,5.5,Lot's O' Nuts,32.881893,-111.768036,1273
2803,US-2022-108665-CHO-SCR-58000,2024-07-06,2027-12-31,Standard Class,108665,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5.0,12.5,5.5,Lot's O' Nuts,32.881893,-111.768036,1273
2804,US-2022-129392-CHO-SCR-58000,2024-07-08,2027-12-29,Same Day,129392,United States,Houston,Texas,77070,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5.0,12.5,5.5,Lot's O' Nuts,32.881893,-111.768036,1269
2805,US-2022-132626-CHO-FUD-51000,2024-07-09,2028-01-04,Standard Class,132626,United States,Clinton,Maryland,20735,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2.0,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,1274
2806,US-2022-123456-CHO-FUD-51000,2024-07-09,2028-01-03,Standard Class,123456,United States,Dallas,Texas,75220,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2.0,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,1273
2807,US-2022-153626-CHO-TRI-54000,2024-07-09,2028-01-04,Standard Class,153626,United States,Nashville,Tennessee,37211,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3.0,7.35,3.9,Wicked Choccy's,32.076176,-81.088371,1274
2808,US-2022-132626-CHO-NUT-13000,2024-07-09,2028-01-04,Standard Class,132626,United States,Clinton,Maryland,20735,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4.0,9.96,4.0,Lot's O' Nuts,32.881893,-111.768036,1274
2809,US-2022-111094-CHO-MIL-31000,2024-07-09,2028-01-03,Standard Class,111094,United States,Franklin,Massachusetts,2038,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3.0,6.33,3.42,Wicked Choccy's,32.076176,-81.088371,1273
2810,US-2022-132626-CHO-TRI-54000,2024-07-09,2028-01-04,Standard Class,132626,United States,Clinton,Maryland,20735,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6.0,14.7,7.8,Wicked Choccy's,32.076176,-81.088371,1274
2811,US-2022-132626-CHO-TRI-54000,2024-07-09,2028-01-04,Standard Class,132626,United States,Clinton,Maryland,20735,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3.0,7.35,3.9,Wicked Choccy's,32.076176,-81.088371,1274
2812,US-2022-132626-CHO-TRI-54000,2024-07-09,2028-01-04,Standard Class,132626,United States,Clinton,Maryland,20735,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,33.75,9.0,22.05,11.7,Wicked Choccy's,32.076176,-81.088371,1274
2813,US-2022-132626-CHO-MIL-31000,2024-07-09,2028-01-04,Standard Class,132626,United States,Clinton,Maryland,20735,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4.0,8.44,4.56,Wicked Choccy's,32.076176,-81.088371,1274
2814,US-2022-132626-CHO-NUT-13000,2024-07-09,2028-01-04,Standard Class,132626,United States,Clinton,Maryland,20735,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3.0,7.47,3.0,Lot's O' Nuts,32.881893,-111.768036,1274
2815,US-2022-111094-CHO-NUT-13000,2024-07-09,2028-01-03,Standard Class,111094,United States,Franklin,Massachusetts,2038,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2.0,4.98,2.0,Lot's O' Nuts,32.881893,-111.768036,1273
2816,US-2022-132626-CHO-TRI-54000,2024-07-09,2028-01-04,Standard Class,132626,United States,Clinton,Maryland,20735,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,26.25,7.0,17.15,9.1,Wicked Choccy's,32.076176,-81.088371,1274
2817,US-2022-132626-CHO-FUD-51000,2024-07-09,2028-01-04,Standard Class,132626,United States,Clinton,Maryland,20735,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3.0,7.2,3.6,Lot's O' Nuts,32.881893,-111.768036,1274
2818,US-2022-135314-CHO-NUT-13000,2024-07-09,2028-01-04,Second Class,135314,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3.0,7.47,3.0,Lot's O' Nuts,32.881893,-111.768036,1274
2819,US-2022-149384-CHO-SCR-58000,2024-07-10,2027-12-31,Same Day,149384,United States,Tempe,Arizona,85281,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3.0,7.5,3.3,Lot's O' Nuts,32.881893,-111.768036,1269
2820,US-2022-107020-CHO-FUD-51000,2024-07-10,2028-01-04,Standard Class,107020,United States,San Bernardino,California,92404,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2.0,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,1273
2821,US-2022-142237-CHO-NUT-13000,2024-07-11,2028-01-03,First Class,142237,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,27.92,8.0,19.92,8.0,Lot's O' Nuts,32.881893,-111.768036,1271
2822,US-2022-142237-CHO-MIL-31000,2024-07-11,2028-01-03,First Class,142237,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6.0,12.66,6.84,Wicked Choccy's,32.076176,-81.088371,1271
2823,US-2022-142237-CHO-FUD-51000,2024-07-11,2028-01-03,First Class,142237,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7.0,16.8,8.4,Lot's O' Nuts,32.881893,-111.768036,1271
2824,US-2022-136469-CHO-NUT-13000,2024-07-11,2028-01-02,First Class,136469,United States,Wilmington,Delaware,19805,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4.0,9.96,4.0,Lot's O' Nuts,32.881893,-111.768036,1270
